"","airline","Date","CurrDate","n_day","wk_day","ch_price"
"7016","United","02/16/2019","2018-11-24",84,"Saturday",364.8
"7017","United","02/16/2019","2018-11-25",83,"Sunday",729.6
"7018","United","02/16/2019","2018-11-26",82,"Monday",729.6
"7019","United","02/16/2019","2018-11-27",81,"Tuesday",547.2
"7020","United","02/16/2019","2018-11-28",80,"Wednesday",729.6
"7021","United","02/16/2019","2018-11-29",79,"Thursday",364.8
"7022","United","02/16/2019","2018-11-30",78,"Friday",729.6
"7023","United","02/16/2019","2018-12-01",77,"Saturday",304.81
"588","Alaska Airlines","02/17/2019","2018-11-18",91,"Sunday",897.3
"589","Alaska Airlines","02/17/2019","2018-11-19",90,"Monday",356.4
"590","Alaska Airlines","02/17/2019","2018-11-20",89,"Tuesday",356.4
"591","Alaska Airlines","02/17/2019","2018-11-21",88,"Wednesday",439.41
"592","Alaska Airlines","02/17/2019","2018-11-22",87,"Thursday",136.2
"593","Alaska Airlines","02/17/2019","2018-11-24",85,"Saturday",426.4
"594","Alaska Airlines","02/17/2019","2018-11-25",84,"Sunday",639.6
"595","Alaska Airlines","02/17/2019","2018-11-26",83,"Monday",639.6
"596","Alaska Airlines","02/17/2019","2018-11-27",82,"Tuesday",639.6
"597","Alaska Airlines","02/17/2019","2018-11-28",81,"Wednesday",210.21
"598","Alaska Airlines","02/17/2019","2018-11-29",80,"Thursday",248.8
"599","Alaska Airlines","02/17/2019","2018-11-30",79,"Friday",396.4
"600","Alaska Airlines","02/17/2019","2018-12-01",78,"Saturday",396.4
"1798","American Airlines","02/17/2019","2018-11-18",91,"Sunday",1026.3
"1799","American Airlines","02/17/2019","2018-11-19",90,"Monday",482.4
"1800","American Airlines","02/17/2019","2018-11-20",89,"Tuesday",482.4
"1801","American Airlines","02/17/2019","2018-11-21",88,"Wednesday",468.3
"1802","American Airlines","02/17/2019","2018-11-22",87,"Thursday",176.2
"1803","American Airlines","02/17/2019","2018-11-23",86,"Friday",316.2
"1804","American Airlines","02/17/2019","2018-11-24",85,"Saturday",580.4
"1805","American Airlines","02/17/2019","2018-11-25",84,"Sunday",870.6
"1806","American Airlines","02/17/2019","2018-11-26",83,"Monday",870.6
"1807","American Airlines","02/17/2019","2018-11-27",82,"Tuesday",870.6
"1808","American Airlines","02/17/2019","2018-11-28",81,"Wednesday",244.8
"1809","American Airlines","02/17/2019","2018-11-29",80,"Thursday",236.2
"1810","American Airlines","02/17/2019","2018-11-30",79,"Friday",489.6
"1811","American Airlines","02/17/2019","2018-12-01",78,"Saturday",489.6
"3104","Delta","02/17/2019","2018-11-19",90,"Monday",413.6
"3105","Delta","02/17/2019","2018-11-20",89,"Tuesday",413.6
"3106","Delta","02/17/2019","2018-11-21",88,"Wednesday",404.8
"3107","Delta","02/17/2019","2018-11-22",87,"Thursday",198.2
"3108","Delta","02/17/2019","2018-11-23",86,"Friday",324.8
"3109","Delta","02/17/2019","2018-11-24",85,"Saturday",592.42
"3110","Delta","02/17/2019","2018-11-25",84,"Sunday",888.63
"3111","Delta","02/17/2019","2018-11-26",83,"Monday",888.63
"3112","Delta","02/17/2019","2018-11-27",82,"Tuesday",888.63
"3113","Delta","02/17/2019","2018-11-28",81,"Wednesday",246.2
"3114","Delta","02/17/2019","2018-11-29",80,"Thursday",226.39
"3115","Delta","02/17/2019","2018-11-30",79,"Friday",592.42
"3116","Delta","02/17/2019","2018-12-01",78,"Saturday",592.42
"4398","JetBlue Airways","02/17/2019","2018-11-19",90,"Monday",347.64
"4399","JetBlue Airways","02/17/2019","2018-11-20",89,"Tuesday",347.64
"4400","JetBlue Airways","02/17/2019","2018-11-21",88,"Wednesday",361.5
"4401","JetBlue Airways","02/17/2019","2018-11-22",87,"Thursday",136.2
"4402","JetBlue Airways","02/17/2019","2018-11-23",86,"Friday",550.59
"4403","JetBlue Airways","02/17/2019","2018-11-24",85,"Saturday",376.4
"4404","JetBlue Airways","02/17/2019","2018-11-25",84,"Sunday",564.6
"4405","JetBlue Airways","02/17/2019","2018-11-26",83,"Monday",564.6
"4406","JetBlue Airways","02/17/2019","2018-11-27",82,"Tuesday",564.6
"4407","JetBlue Airways","02/17/2019","2018-11-28",81,"Wednesday",188.81
"4408","JetBlue Airways","02/17/2019","2018-11-29",80,"Thursday",216.82
"4409","JetBlue Airways","02/17/2019","2018-11-30",79,"Friday",377.62
"4410","JetBlue Airways","02/17/2019","2018-12-01",78,"Saturday",377.62
"5481","Spirit Airlines","02/17/2019","2018-11-19",90,"Monday",411.76
"5482","Spirit Airlines","02/17/2019","2018-11-20",89,"Tuesday",411.76
"5483","Spirit Airlines","02/17/2019","2018-11-21",88,"Wednesday",494.87
"5484","Spirit Airlines","02/17/2019","2018-11-24",85,"Saturday",411.76
"5485","Spirit Airlines","02/17/2019","2018-11-25",84,"Sunday",617.64
"5486","Spirit Airlines","02/17/2019","2018-11-26",83,"Monday",617.64
"5487","Spirit Airlines","02/17/2019","2018-11-27",82,"Tuesday",617.64
"5488","Spirit Airlines","02/17/2019","2018-11-28",81,"Wednesday",205.88
"5489","Spirit Airlines","02/17/2019","2018-11-29",80,"Thursday",225.87
"5490","Spirit Airlines","02/17/2019","2018-11-30",79,"Friday",411.76
"5491","Spirit Airlines","02/17/2019","2018-12-01",78,"Saturday",411.76
"6053","Sun Country Airlines","02/17/2019","2018-11-21",88,"Wednesday",433.4
"6054","Sun Country Airlines","02/17/2019","2018-11-23",86,"Friday",711.03
"6055","Sun Country Airlines","02/17/2019","2018-11-29",80,"Thursday",188.39
"7024","United","02/17/2019","2018-11-18",91,"Sunday",1330.8
"7025","United","02/17/2019","2018-11-19",90,"Monday",366.4
"7026","United","02/17/2019","2018-11-20",89,"Tuesday",366.4
"7027","United","02/17/2019","2018-11-21",88,"Wednesday",436.2
"7028","United","02/17/2019","2018-11-22",87,"Thursday",136.2
"7029","United","02/17/2019","2018-11-23",86,"Friday",324.8
"7030","United","02/17/2019","2018-11-24",85,"Saturday",442.4
"7031","United","02/17/2019","2018-11-25",84,"Sunday",675.9
"7032","United","02/17/2019","2018-11-26",83,"Monday",675.9
"7033","United","02/17/2019","2018-11-27",82,"Tuesday",675.9
"7034","United","02/17/2019","2018-11-28",81,"Wednesday",225.3
"7035","United","02/17/2019","2018-11-29",80,"Thursday",183.2
"7036","United","02/17/2019","2018-11-30",79,"Friday",442.4
"7037","United","02/17/2019","2018-12-01",78,"Saturday",442.4
"601","Alaska Airlines","02/18/2019","2018-11-18",92,"Sunday",272.4
"602","Alaska Airlines","02/18/2019","2018-11-19",91,"Monday",534.3
"603","Alaska Airlines","02/18/2019","2018-11-20",90,"Tuesday",442.4
"604","Alaska Airlines","02/18/2019","2018-11-21",89,"Wednesday",178.2
"605","Alaska Airlines","02/18/2019","2018-11-22",88,"Thursday",178.2
"606","Alaska Airlines","02/18/2019","2018-11-23",87,"Friday",415.6
"607","Alaska Airlines","02/18/2019","2018-11-24",86,"Saturday",178.2
"608","Alaska Airlines","02/18/2019","2018-11-25",85,"Sunday",178.2
"609","Alaska Airlines","02/18/2019","2018-11-26",84,"Monday",178.2
"610","Alaska Airlines","02/18/2019","2018-11-27",83,"Tuesday",445.5
"611","Alaska Airlines","02/18/2019","2018-11-28",82,"Wednesday",148.2
"612","Alaska Airlines","02/18/2019","2018-11-29",81,"Thursday",148.2
"613","Alaska Airlines","02/18/2019","2018-11-30",80,"Friday",136.2
"614","Alaska Airlines","02/18/2019","2018-12-01",79,"Saturday",218.81
"1812","American Airlines","02/18/2019","2018-11-18",92,"Sunday",272.4
"1813","American Airlines","02/18/2019","2018-11-19",91,"Monday",451.8
"1814","American Airlines","02/18/2019","2018-11-20",90,"Tuesday",452.4
"1815","American Airlines","02/18/2019","2018-11-21",89,"Wednesday",144.8
"1816","American Airlines","02/18/2019","2018-11-22",88,"Thursday",144.8
"1817","American Airlines","02/18/2019","2018-11-23",87,"Friday",522.1
"1818","American Airlines","02/18/2019","2018-11-24",86,"Saturday",144.8
"1819","American Airlines","02/18/2019","2018-11-25",85,"Sunday",144.8
"1820","American Airlines","02/18/2019","2018-11-26",84,"Monday",144.8
"1821","American Airlines","02/18/2019","2018-11-27",83,"Tuesday",419.5
"1822","American Airlines","02/18/2019","2018-11-28",82,"Wednesday",161.8
"1823","American Airlines","02/18/2019","2018-11-29",81,"Thursday",161.8
"1824","American Airlines","02/18/2019","2018-11-30",80,"Friday",193.2
"1825","American Airlines","02/18/2019","2018-12-01",79,"Saturday",201.8
"3117","Delta","02/18/2019","2018-11-18",92,"Sunday",289.6
"3118","Delta","02/18/2019","2018-11-19",91,"Monday",451.8
"3119","Delta","02/18/2019","2018-11-20",90,"Tuesday",452.4
"3120","Delta","02/18/2019","2018-11-21",89,"Wednesday",201.4
"3121","Delta","02/18/2019","2018-11-22",88,"Thursday",201.4
"3122","Delta","02/18/2019","2018-11-23",87,"Friday",207.6
"3123","Delta","02/18/2019","2018-11-24",86,"Saturday",158.2
"3124","Delta","02/18/2019","2018-11-25",85,"Sunday",158.2
"3125","Delta","02/18/2019","2018-11-26",84,"Monday",158.2
"3126","Delta","02/18/2019","2018-11-27",83,"Tuesday",340.5
"3127","Delta","02/18/2019","2018-11-28",82,"Wednesday",136.2
"3128","Delta","02/18/2019","2018-11-29",81,"Thursday",136.2
"3129","Delta","02/18/2019","2018-11-30",80,"Friday",158.2
"3130","Delta","02/18/2019","2018-12-01",79,"Saturday",148.2
"4411","JetBlue Airways","02/18/2019","2018-11-18",92,"Sunday",316.4
"4412","JetBlue Airways","02/18/2019","2018-11-19",91,"Monday",528.66
"4413","JetBlue Airways","02/18/2019","2018-11-20",90,"Tuesday",316.4
"4414","JetBlue Airways","02/18/2019","2018-11-21",89,"Wednesday",188.81
"4415","JetBlue Airways","02/18/2019","2018-11-22",88,"Thursday",188.81
"4416","JetBlue Airways","02/18/2019","2018-11-24",86,"Saturday",166.21
"4417","JetBlue Airways","02/18/2019","2018-11-25",85,"Sunday",166.21
"4418","JetBlue Airways","02/18/2019","2018-11-26",84,"Monday",166.21
"4419","JetBlue Airways","02/18/2019","2018-11-27",83,"Tuesday",415.525
"4420","JetBlue Airways","02/18/2019","2018-11-28",82,"Wednesday",166.21
"4421","JetBlue Airways","02/18/2019","2018-11-29",81,"Thursday",166.21
"4422","JetBlue Airways","02/18/2019","2018-11-30",80,"Friday",148.2
"4423","JetBlue Airways","02/18/2019","2018-12-01",79,"Saturday",166.21
"5492","Spirit Airlines","02/18/2019","2018-11-20",90,"Tuesday",417.74
"5493","Spirit Airlines","02/18/2019","2018-11-21",89,"Wednesday",185.88
"5494","Spirit Airlines","02/18/2019","2018-11-22",88,"Thursday",185.88
"5495","Spirit Airlines","02/18/2019","2018-11-24",86,"Saturday",175.87
"5496","Spirit Airlines","02/18/2019","2018-11-25",85,"Sunday",175.87
"5497","Spirit Airlines","02/18/2019","2018-11-26",84,"Monday",175.87
"5498","Spirit Airlines","02/18/2019","2018-11-28",82,"Wednesday",173.87
"5499","Spirit Airlines","02/18/2019","2018-11-29",81,"Thursday",173.87
"5500","Spirit Airlines","02/18/2019","2018-11-30",80,"Friday",185.88
"5501","Spirit Airlines","02/18/2019","2018-12-01",79,"Saturday",150.88
"6056","Sun Country Airlines","02/18/2019","2018-11-19",91,"Monday",575.1
"6057","Sun Country Airlines","02/18/2019","2018-11-30",80,"Friday",157.8
"7038","United","02/18/2019","2018-11-18",92,"Sunday",272.4
"7039","United","02/18/2019","2018-11-19",91,"Monday",541.8
"7040","United","02/18/2019","2018-11-20",90,"Tuesday",452.4
"7041","United","02/18/2019","2018-11-21",89,"Wednesday",188.2
"7042","United","02/18/2019","2018-11-22",88,"Thursday",188.2
"7043","United","02/18/2019","2018-11-23",87,"Friday",448.105
"7044","United","02/18/2019","2018-11-24",86,"Saturday",183.2
"7045","United","02/18/2019","2018-11-25",85,"Sunday",183.2
"7046","United","02/18/2019","2018-11-26",84,"Monday",183.2
"7047","United","02/18/2019","2018-11-27",83,"Tuesday",458
"7048","United","02/18/2019","2018-11-28",82,"Wednesday",183.2
"7049","United","02/18/2019","2018-11-29",81,"Thursday",183.2
"7050","United","02/18/2019","2018-11-30",80,"Friday",148.2
"7051","United","02/18/2019","2018-12-01",79,"Saturday",148.2
"615","Alaska Airlines","02/19/2019","2018-11-18",93,"Sunday",143.2
"616","Alaska Airlines","02/19/2019","2018-11-19",92,"Monday",143.2
"617","Alaska Airlines","02/19/2019","2018-11-20",91,"Tuesday",118.2
"618","Alaska Airlines","02/19/2019","2018-11-21",90,"Wednesday",348.81
"619","Alaska Airlines","02/19/2019","2018-11-22",89,"Thursday",295.5
"620","Alaska Airlines","02/19/2019","2018-11-23",88,"Friday",136.2
"621","Alaska Airlines","02/19/2019","2018-11-24",87,"Saturday",286.4
"622","Alaska Airlines","02/19/2019","2018-11-25",86,"Sunday",286.4
"623","Alaska Airlines","02/19/2019","2018-11-26",85,"Monday",286.4
"624","Alaska Airlines","02/19/2019","2018-11-27",84,"Tuesday",286.4
"625","Alaska Airlines","02/19/2019","2018-11-28",83,"Wednesday",286.4
"626","Alaska Airlines","02/19/2019","2018-11-29",82,"Thursday",457.6
"627","Alaska Airlines","02/19/2019","2018-11-30",81,"Friday",383.4
"628","Alaska Airlines","02/19/2019","2018-12-01",80,"Saturday",148.2
"1826","American Airlines","02/19/2019","2018-11-18",93,"Sunday",128.2
"1827","American Airlines","02/19/2019","2018-11-19",92,"Monday",128.2
"1828","American Airlines","02/19/2019","2018-11-20",91,"Tuesday",118.2
"1829","American Airlines","02/19/2019","2018-11-21",90,"Wednesday",375.8
"1830","American Airlines","02/19/2019","2018-11-22",89,"Thursday",353
"1831","American Airlines","02/19/2019","2018-11-23",88,"Friday",141.2
"1832","American Airlines","02/19/2019","2018-11-24",87,"Saturday",270.6
"1833","American Airlines","02/19/2019","2018-11-25",86,"Sunday",270.6
"1834","American Airlines","02/19/2019","2018-11-26",85,"Monday",270.6
"1835","American Airlines","02/19/2019","2018-11-27",84,"Tuesday",270.6
"1836","American Airlines","02/19/2019","2018-11-28",83,"Wednesday",250.6
"1837","American Airlines","02/19/2019","2018-11-29",82,"Thursday",489.6
"1838","American Airlines","02/19/2019","2018-11-30",81,"Friday",457.8
"1839","American Airlines","02/19/2019","2018-12-01",80,"Saturday",135.3
"3131","Delta","02/19/2019","2018-11-18",93,"Sunday",128.2
"3132","Delta","02/19/2019","2018-11-19",92,"Monday",128.2
"3133","Delta","02/19/2019","2018-11-20",91,"Tuesday",118.2
"3134","Delta","02/19/2019","2018-11-21",90,"Wednesday",487.2
"3135","Delta","02/19/2019","2018-11-22",89,"Thursday",295.5
"3136","Delta","02/19/2019","2018-11-23",88,"Friday",136.2
"3137","Delta","02/19/2019","2018-11-24",87,"Saturday",256.4
"3138","Delta","02/19/2019","2018-11-25",86,"Sunday",256.4
"3139","Delta","02/19/2019","2018-11-26",85,"Monday",256.4
"3140","Delta","02/19/2019","2018-11-27",84,"Tuesday",256.4
"3141","Delta","02/19/2019","2018-11-28",83,"Wednesday",272.4
"3142","Delta","02/19/2019","2018-11-29",82,"Thursday",363.6
"3143","Delta","02/19/2019","2018-11-30",81,"Friday",487.2
"3144","Delta","02/19/2019","2018-12-01",80,"Saturday",128.2
"4424","JetBlue Airways","02/19/2019","2018-11-18",93,"Sunday",128.2
"4425","JetBlue Airways","02/19/2019","2018-11-19",92,"Monday",128.2
"4426","JetBlue Airways","02/19/2019","2018-11-20",91,"Tuesday",118.2
"4427","JetBlue Airways","02/19/2019","2018-11-21",90,"Wednesday",346.4
"4428","JetBlue Airways","02/19/2019","2018-11-22",89,"Thursday",295.5
"4429","JetBlue Airways","02/19/2019","2018-11-23",88,"Friday",136.2
"4430","JetBlue Airways","02/19/2019","2018-11-24",87,"Saturday",256.4
"4431","JetBlue Airways","02/19/2019","2018-11-25",86,"Sunday",256.4
"4432","JetBlue Airways","02/19/2019","2018-11-26",85,"Monday",256.4
"4433","JetBlue Airways","02/19/2019","2018-11-27",84,"Tuesday",236.4
"4434","JetBlue Airways","02/19/2019","2018-11-28",83,"Wednesday",236.4
"4435","JetBlue Airways","02/19/2019","2018-11-29",82,"Thursday",502.36
"4436","JetBlue Airways","02/19/2019","2018-11-30",81,"Friday",434.41
"4437","JetBlue Airways","02/19/2019","2018-12-01",80,"Saturday",128.2
"5502","Spirit Airlines","02/19/2019","2018-11-21",90,"Wednesday",304.87
"5503","Spirit Airlines","02/19/2019","2018-11-24",87,"Saturday",247.76
"5504","Spirit Airlines","02/19/2019","2018-11-25",86,"Sunday",247.76
"5505","Spirit Airlines","02/19/2019","2018-11-26",85,"Monday",247.76
"5506","Spirit Airlines","02/19/2019","2018-11-27",84,"Tuesday",247.76
"5507","Spirit Airlines","02/19/2019","2018-11-28",83,"Wednesday",247.76
"5508","Spirit Airlines","02/19/2019","2018-11-30",81,"Friday",345.87
"5509","Spirit Airlines","02/19/2019","2018-12-01",80,"Saturday",123.88
"6058","Sun Country Airlines","02/19/2019","2018-11-21",90,"Wednesday",419.4
"6059","Sun Country Airlines","02/19/2019","2018-11-29",82,"Thursday",426.8
"7052","United","02/19/2019","2018-11-18",93,"Sunday",128.2
"7053","United","02/19/2019","2018-11-19",92,"Monday",128.2
"7054","United","02/19/2019","2018-11-20",91,"Tuesday",123.21
"7055","United","02/19/2019","2018-11-21",90,"Wednesday",360.3
"7056","United","02/19/2019","2018-11-22",89,"Thursday",295.5
"7057","United","02/19/2019","2018-11-23",88,"Friday",136.2
"7058","United","02/19/2019","2018-11-24",87,"Saturday",256.4
"7059","United","02/19/2019","2018-11-25",86,"Sunday",256.4
"7060","United","02/19/2019","2018-11-26",85,"Monday",256.4
"7061","United","02/19/2019","2018-11-27",84,"Tuesday",236.4
"7062","United","02/19/2019","2018-11-28",83,"Wednesday",236.4
"7063","United","02/19/2019","2018-11-29",82,"Thursday",363.6
"7064","United","02/19/2019","2018-11-30",81,"Friday",356.2
"7065","United","02/19/2019","2018-12-01",80,"Saturday",128.2
"629","Alaska Airlines","02/20/2019","2018-11-18",94,"Sunday",360.8
"630","Alaska Airlines","02/20/2019","2018-11-19",93,"Monday",290.2
"631","Alaska Airlines","02/20/2019","2018-11-20",92,"Tuesday",356.2
"632","Alaska Airlines","02/20/2019","2018-11-21",91,"Wednesday",221.2
"633","Alaska Airlines","02/20/2019","2018-11-23",89,"Friday",219.4
"634","Alaska Airlines","02/20/2019","2018-11-26",86,"Monday",272.4
"635","Alaska Airlines","02/20/2019","2018-11-28",84,"Wednesday",118.2
"636","Alaska Airlines","02/20/2019","2018-11-29",83,"Thursday",118.2
"637","Alaska Airlines","02/20/2019","2018-11-30",82,"Friday",118.2
"638","Alaska Airlines","02/20/2019","2018-12-01",81,"Saturday",128.2
"1840","American Airlines","02/20/2019","2018-11-19",93,"Monday",295.21
"1841","American Airlines","02/20/2019","2018-11-20",92,"Tuesday",295.21
"1842","American Airlines","02/20/2019","2018-11-21",91,"Wednesday",221.2
"1843","American Airlines","02/20/2019","2018-11-22",90,"Thursday",298.8
"1844","American Airlines","02/20/2019","2018-11-23",89,"Friday",255.595
"1845","American Airlines","02/20/2019","2018-11-25",87,"Sunday",316.4
"1846","American Airlines","02/20/2019","2018-11-26",86,"Monday",282.4
"1847","American Airlines","02/20/2019","2018-11-27",85,"Tuesday",131.81
"1848","American Airlines","02/20/2019","2018-11-28",84,"Wednesday",118.2
"1849","American Airlines","02/20/2019","2018-11-29",83,"Thursday",118.2
"1850","American Airlines","02/20/2019","2018-11-30",82,"Friday",118.2
"1851","American Airlines","02/20/2019","2018-12-01",81,"Saturday",128.2
"3145","Delta","02/20/2019","2018-11-18",94,"Sunday",308.8
"3146","Delta","02/20/2019","2018-11-19",93,"Monday",308.8
"3147","Delta","02/20/2019","2018-11-20",92,"Tuesday",313.8
"3148","Delta","02/20/2019","2018-11-21",91,"Wednesday",221.2
"3149","Delta","02/20/2019","2018-11-22",90,"Thursday",304.81
"3150","Delta","02/20/2019","2018-11-23",89,"Friday",198.1
"3151","Delta","02/20/2019","2018-11-25",87,"Sunday",316.4
"3152","Delta","02/20/2019","2018-11-26",86,"Monday",272.4
"3153","Delta","02/20/2019","2018-11-27",85,"Tuesday",304.81
"3154","Delta","02/20/2019","2018-11-28",84,"Wednesday",128.2
"3155","Delta","02/20/2019","2018-11-29",83,"Thursday",118.2
"3156","Delta","02/20/2019","2018-11-30",82,"Friday",118.2
"3157","Delta","02/20/2019","2018-12-01",81,"Saturday",128.2
"4438","JetBlue Airways","02/20/2019","2018-11-18",94,"Sunday",316.2
"4439","JetBlue Airways","02/20/2019","2018-11-19",93,"Monday",316.2
"4440","JetBlue Airways","02/20/2019","2018-11-20",92,"Tuesday",316.2
"4441","JetBlue Airways","02/20/2019","2018-11-21",91,"Wednesday",221.2
"4442","JetBlue Airways","02/20/2019","2018-11-22",90,"Thursday",316.2
"4443","JetBlue Airways","02/20/2019","2018-11-23",89,"Friday",217.205
"4444","JetBlue Airways","02/20/2019","2018-11-25",87,"Sunday",316.4
"4445","JetBlue Airways","02/20/2019","2018-11-26",86,"Monday",272.4
"4446","JetBlue Airways","02/20/2019","2018-11-27",85,"Tuesday",316.2
"4447","JetBlue Airways","02/20/2019","2018-11-28",84,"Wednesday",118.2
"4448","JetBlue Airways","02/20/2019","2018-11-29",83,"Thursday",118.2
"4449","JetBlue Airways","02/20/2019","2018-11-30",82,"Friday",118.2
"4450","JetBlue Airways","02/20/2019","2018-12-01",81,"Saturday",128.2
"5510","Spirit Airlines","02/20/2019","2018-11-21",91,"Wednesday",199.87
"5511","Spirit Airlines","02/20/2019","2018-11-23",89,"Friday",234.945
"5512","Spirit Airlines","02/20/2019","2018-11-25",87,"Sunday",247.76
"5513","Spirit Airlines","02/20/2019","2018-11-28",84,"Wednesday",123.88
"5514","Spirit Airlines","02/20/2019","2018-11-29",83,"Thursday",123.88
"5515","Spirit Airlines","02/20/2019","2018-11-30",82,"Friday",123.88
"6060","Sun Country Airlines","02/20/2019","2018-11-18",94,"Sunday",262.79
"6061","Sun Country Airlines","02/20/2019","2018-11-19",93,"Monday",323.39
"6062","Sun Country Airlines","02/20/2019","2018-11-20",92,"Tuesday",326.8
"6063","Sun Country Airlines","02/20/2019","2018-11-22",90,"Thursday",326.8
"6064","Sun Country Airlines","02/20/2019","2018-11-25",87,"Sunday",245.6
"6065","Sun Country Airlines","02/20/2019","2018-11-27",85,"Tuesday",326.8
"7066","United","02/20/2019","2018-11-18",94,"Sunday",304.81
"7067","United","02/20/2019","2018-11-19",93,"Monday",261.81
"7068","United","02/20/2019","2018-11-20",92,"Tuesday",261.81
"7069","United","02/20/2019","2018-11-21",91,"Wednesday",221.2
"7070","United","02/20/2019","2018-11-22",90,"Thursday",256.8
"7071","United","02/20/2019","2018-11-23",89,"Friday",202.4
"7072","United","02/20/2019","2018-11-25",87,"Sunday",316.4
"7073","United","02/20/2019","2018-11-26",86,"Monday",272.4
"7074","United","02/20/2019","2018-11-27",85,"Tuesday",304.81
"7075","United","02/20/2019","2018-11-28",84,"Wednesday",118.2
"7076","United","02/20/2019","2018-11-29",83,"Thursday",118.2
"7077","United","02/20/2019","2018-11-30",82,"Friday",118.2
"7078","United","02/20/2019","2018-12-01",81,"Saturday",128.2
"639","Alaska Airlines","02/21/2019","2018-11-18",95,"Sunday",136.2
"640","Alaska Airlines","02/21/2019","2018-11-19",94,"Monday",136.2
"641","Alaska Airlines","02/21/2019","2018-11-20",93,"Tuesday",272.4
"642","Alaska Airlines","02/21/2019","2018-11-21",92,"Wednesday",204.9
"643","Alaska Airlines","02/21/2019","2018-11-22",91,"Thursday",340.5
"644","Alaska Airlines","02/21/2019","2018-11-23",90,"Friday",136.2
"645","Alaska Airlines","02/21/2019","2018-11-24",89,"Saturday",214.705
"646","Alaska Airlines","02/21/2019","2018-11-25",88,"Sunday",272.4
"647","Alaska Airlines","02/21/2019","2018-11-27",86,"Tuesday",204.3
"648","Alaska Airlines","02/21/2019","2018-11-29",84,"Thursday",136.2
"649","Alaska Airlines","02/21/2019","2018-11-30",83,"Friday",136.2
"650","Alaska Airlines","02/21/2019","2018-12-01",82,"Saturday",136.2
"1852","American Airlines","02/21/2019","2018-11-18",95,"Sunday",136.2
"1853","American Airlines","02/21/2019","2018-11-19",94,"Monday",136.2
"1854","American Airlines","02/21/2019","2018-11-20",93,"Tuesday",282.4
"1855","American Airlines","02/21/2019","2018-11-21",92,"Wednesday",229.6
"1856","American Airlines","02/21/2019","2018-11-22",91,"Thursday",353
"1857","American Airlines","02/21/2019","2018-11-23",90,"Friday",141.2
"1858","American Airlines","02/21/2019","2018-11-24",89,"Saturday",229.6
"1859","American Airlines","02/21/2019","2018-11-25",88,"Sunday",282.4
"1860","American Airlines","02/21/2019","2018-11-27",86,"Tuesday",211.8
"1861","American Airlines","02/21/2019","2018-11-29",84,"Thursday",141.2
"1862","American Airlines","02/21/2019","2018-11-30",83,"Friday",141.2
"1863","American Airlines","02/21/2019","2018-12-01",82,"Saturday",136.2
"3158","Delta","02/21/2019","2018-11-18",95,"Sunday",136.2
"3159","Delta","02/21/2019","2018-11-19",94,"Monday",136.2
"3160","Delta","02/21/2019","2018-11-20",93,"Tuesday",282.4
"3161","Delta","02/21/2019","2018-11-21",92,"Wednesday",182.4
"3162","Delta","02/21/2019","2018-11-22",91,"Thursday",340.5
"3163","Delta","02/21/2019","2018-11-23",90,"Friday",136.2
"3164","Delta","02/21/2019","2018-11-25",88,"Sunday",272.4
"3165","Delta","02/21/2019","2018-11-27",86,"Tuesday",204.3
"3166","Delta","02/21/2019","2018-11-29",84,"Thursday",136.2
"3167","Delta","02/21/2019","2018-11-30",83,"Friday",136.2
"3168","Delta","02/21/2019","2018-12-01",82,"Saturday",136.2
"4451","JetBlue Airways","02/21/2019","2018-11-18",95,"Sunday",136.2
"4452","JetBlue Airways","02/21/2019","2018-11-19",94,"Monday",136.2
"4453","JetBlue Airways","02/21/2019","2018-11-20",93,"Tuesday",272.4
"4454","JetBlue Airways","02/21/2019","2018-11-21",92,"Wednesday",217.205
"4455","JetBlue Airways","02/21/2019","2018-11-22",91,"Thursday",378
"4456","JetBlue Airways","02/21/2019","2018-11-23",90,"Friday",136.2
"4457","JetBlue Airways","02/21/2019","2018-11-24",89,"Saturday",217.205
"4458","JetBlue Airways","02/21/2019","2018-11-25",88,"Sunday",272.4
"4459","JetBlue Airways","02/21/2019","2018-11-27",86,"Tuesday",204.3
"4460","JetBlue Airways","02/21/2019","2018-11-29",84,"Thursday",136.2
"4461","JetBlue Airways","02/21/2019","2018-11-30",83,"Friday",136.2
"4462","JetBlue Airways","02/21/2019","2018-12-01",82,"Saturday",136.2
"5516","Spirit Airlines","02/21/2019","2018-11-21",92,"Wednesday",186.935
"5517","Spirit Airlines","02/21/2019","2018-11-24",89,"Saturday",220.93
"6066","Sun Country Airlines","02/21/2019","2018-11-20",93,"Tuesday",281.6
"6067","Sun Country Airlines","02/21/2019","2018-11-21",92,"Wednesday",213.9
"6068","Sun Country Airlines","02/21/2019","2018-11-22",91,"Thursday",434.5
"7079","United","02/21/2019","2018-11-18",95,"Sunday",136.2
"7080","United","02/21/2019","2018-11-19",94,"Monday",136.2
"7081","United","02/21/2019","2018-11-20",93,"Tuesday",282.4
"7082","United","02/21/2019","2018-11-21",92,"Wednesday",182.4
"7083","United","02/21/2019","2018-11-22",91,"Thursday",340.5
"7084","United","02/21/2019","2018-11-23",90,"Friday",136.2
"7085","United","02/21/2019","2018-11-24",89,"Saturday",182.4
"7086","United","02/21/2019","2018-11-25",88,"Sunday",272.4
"7087","United","02/21/2019","2018-11-27",86,"Tuesday",204.3
"7088","United","02/21/2019","2018-11-29",84,"Thursday",136.2
"7089","United","02/21/2019","2018-11-30",83,"Friday",136.2
